User ID,FileName,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,0:00,0:17,NA,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,0:18,0:45,3,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,0:45,0:54,14,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,1:14,1:45,2,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,1:53,1:57,8,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,2:17,2:46,5,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,2:53,2:57,11,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,3:16,3:47,17,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,3:54,3:59,7,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,4:22,4:34,15,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,4:45,4:49,9,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,5:03,5:18,0,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,5:56,6:04,4,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,6:26,6:39,1,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,6:51,6:54,10,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,7:24,7:39,16,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,8:06,8:35,6,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,8:36,8:44,12,Hat
24491,Rightside_user_id_24491_1,Rightside_window,Distracted Behavior,9:04,9:12,13,Hat
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,0:00,2:00,NA,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,2:06,2:26,3,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,2:51,3:28,2,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,3:32,3:36,8,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,3:53,4:25,5,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,4:28,4:34,11,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,4:53,5:22,17,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,5:32,5:36,7,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,5:58,6:26,15,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,6:31,7:02,9,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,7:03,7:30,0,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,7:33,7:49,4,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,8:00,8:20,1,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,8:25,8:29,10,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,9:14,9:39,16,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,9:41,10:05,6,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,10:06,10:25,12,No
24491,Rightside_user_id_24491_0,Rightside_window,Distracted Behavior,10:38,10:50,13,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,0:00,2:00,NA,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,2:06,2:26,3,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,2:51,3:28,2,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,3:32,3:36,8,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,3:53,4:25,5,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,4:28,4:34,11,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,4:53,5:22,17,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,5:32,5:36,7,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,5:58,6:26,15,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,6:31,7:02,9,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,7:03,7:30,0,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,7:33,7:49,4,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,8:00,8:20,1,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,8:25,8:29,10,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,9:14,9:39,16,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,9:41,10:05,6,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,10:06,10:25,12,No
24491,Rearview_user_id_24491_0,Rear_view,Distracted Behavior,10:38,10:50,13,No
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,0:00,0:17,NA,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,0:18,0:45,3,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,0:45,0:54,14,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,1:14,1:45,2,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,1:53,1:57,8,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,2:17,2:46,5,Hat
24491,Rearview_user_id_24491_1,Rear_view,Distracted Behavior,2:53,2:57,11,Hat
